T,NNODES,h,J,NRUNS,EQNUMBER,SAMPLING_FREQ,WMIN,WMAX,TOPOLOGY,PROBABILITY,KNEIGHBOURS,UID
0.07814802298197013,1320.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,d1a2c86c-4370-42fc-83ee-c7f57de55be5
0.06869831552581357,51.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,dc369b67-ba67-4713-81ba-9a3a0a1393dd
0.02931964970759295,171.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,5ad1718d-4638-4294-bc88-5d6572d97036
0.1771514256172229,291.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,e4fb974a-80dc-42a5-b746-1cb5d946041f
0.11581384220101472,531.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,c3f1e28b-466a-4410-8c8a-e337ca0e0ef3
0.08007003151505546,771.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,7072b6f0-cdcc-4885-b686-d011092470d5
0.08480972707089918,1131.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,4fd10d6b-b7b1-46b1-afc1-a0c971c72f07
0.0656364804389232,50.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,92aa2994-14e0-4f4a-ad46-d0b66117d160
0.05088497199857167,100.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,e591b753-9db1-4268-9b2b-7c0e71799626
0.053010611459366405,150.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,99778c81-6f72-438f-b0bf-11ce7256f7dc
0.0942205153369044,200.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,df4ad70f-1f91-40e9-85d7-b30c2161a030
0.09649524421450363,250.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,4e02c587-a0c5-4e13-aefc-9cadf59c579a
0.02037337358170821,300.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,515cda33-7c09-4b52-ba84-1130bc71979e
0.1718041424825091,450.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,48ed9ea9-68bb-47fc-9c07-686b1cb2f03f
0.17233269742265608,600.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,a76954e6-b7bf-4a8b-b3e0-b7336d1d7bd6
0.09173314157205996,750.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,41c210b5-e636-48ca-8bc4-7e3497944645
0.06831012440189689,800.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,636230dc-c7e0-4a1e-b94c-12b5234b05fa
0.04857396597760676,850.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,4265d5e0-795c-43b7-9070-f4df7fb2f794
0.06611126494163436,54.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,dda07333-389b-48f2-8218-3880dfe6af8f
0.05095059985670671,164.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,9a6358bd-949a-42fa-a018-d72c6c54c531
0.14928141345193385,274.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,0a36b9eb-ca00-4f8d-b06c-8e19d889fd0e
0.1580814345996633,384.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,2e617911-2eed-4f88-b647-07401d944626
0.06717997876714525,494.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,2f4aa4c0-3596-4041-8562-e9f8a08b71ec
0.039116232628207064,934.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,811f59ce-5e68-43ba-8584-8513950b5c16
0.05050233730328688,1044.0,0.01,30.0,100.0,0.0,1.0,1.3,0.3,0.0,0.5,3.0,7a4dc494-d154-46c7-8ba3-c602bf2d058d
